carName,trim,engine,compressor,exhaust,gas,output,torque,fuel,lengthWidth,weight,shift,carType,year,image,price
현대 아반떼 HD,가솔린 1.6 VVT,1.6 VVT,자료없음,"1,591cc",가솔린,15.6kg.m,자료없음,13.8~15.8km/ℓ,"4,505mm / 1,775mm","1,173~1,191kg",수동5단,준중형 세단,2008.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_16%2Fauto_1497939473146E2BgJ_PNG%2F11239_2008_HD.png,"1,140~2,090만원"
현대 아반떼 HD,가솔린 2.0 VVT,2.0 VVT,자료없음,"1,591cc",가솔린,19kg.m,자료없음,12.8~13.8km/ℓ,"4,505mm / 1,775mm","1,234~1,246kg",수동5단,준중형 세단,2008.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_16%2Fauto_1497939473146E2BgJ_PNG%2F11239_2008_HD.png,"1,140~2,090만원"
현대 뉴 아반떼 XD,디젤 1.5 VGT,1.5 VGT,자료없음,"1,493cc",디젤,24.5kg.m,자료없음,15.8~18.9km/ℓ,"4,525mm / 1,725mm","1,301~1,312kg",수동,준중형 세단,2006.0,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_205%2Fauto_1497939454053TujKI_PNG%2F12468_2006_XD_.png,"923~1,838만원"
현대 뉴 아반떼 XD,가솔린 1.6 VVT,1.6 VVT,자료없음,"1,493cc",가솔린,14.8kg.m,자료없음,12.3~14.6km/ℓ,"4,525mm / 1,725mm","1,200~1,220kg",수동,준중형 세단,2006.0,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_205%2Fauto_1497939454053TujKI_PNG%2F12468_2006_XD_.png,"923~1,838만원"
현대 뉴 아반떼 XD,가솔린 2.0 VVT,2.0 VVT,자료없음,"1,493cc",가솔린,19kg.m,자료없음,10.7~11.8km/ℓ,"4,525mm / 1,725mm","1,250~1,275kg",수동,준중형 세단,2006.0,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_205%2Fauto_1497939454053TujKI_PNG%2F12468_2006_XD_.png,"923~1,838만원"
현대 아반떼 XD,디젤 1.5 VGT,1.5 VGT,자료없음,"1,493cc",디젤,24.5kg.m,자료없음,15.8~18.9km/ℓ,"4,525mm / 1,725mm","1,301~1,312kg",수동,준중형 세단,2006.0,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_205%2Fauto_1497939454053TujKI_PNG%2F12468_2006_XD_.png,"923~1,838만원"
현대 아반떼 XD,가솔린 1.6 VVT,1.6 VVT,자료없음,"1,493cc",가솔린,14.8kg.m,자료없음,12.3~14.6km/ℓ,"4,525mm / 1,725mm","1,200~1,220kg",수동,준중형 세단,2006.0,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_205%2Fauto_1497939454053TujKI_PNG%2F12468_2006_XD_.png,"923~1,838만원"
현대 아반떼 XD,가솔린 2.0 VVT,2.0 VVT,자료없음,"1,493cc",가솔린,19kg.m,자료없음,10.7~11.8km/ℓ,"4,525mm / 1,725mm","1,250~1,275kg",수동,준중형 세단,2006.0,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_205%2Fauto_1497939454053TujKI_PNG%2F12468_2006_XD_.png,"923~1,838만원"
현대 올 뉴 아반떼,1.6 가솔린,I4,자연흡기,"1,598cc",가솔린,123hp,15.7kg.m,14.3~15km/ℓ,"4,710mm / 1,825mm","1,260~1,270kg",CVT,준중형 세단,2026.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20250415_83%2Fauto_17446778054787Xeo6_PNG%2F20250415094318_JFFIizf8.png,"2,034~2,842만원"
현대 올 뉴 아반떼,1.6 가솔린 N라인,I4,자연흡기,"1,598cc",가솔린,123hp,15.7kg.m,13.8km/ℓ,"4,710mm / 1,825mm","1,320kg",CVT,준중형 세단,2026.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20250415_83%2Fauto_17446778054787Xeo6_PNG%2F20250415094318_JFFIizf8.png,"2,034~2,842만원"
현대 올 뉴 아반떼,1.6 LPi,I4,자연흡기,"1,591cc",LPG,120hp,15.5kg.m,10.2~10.5km/ℓ,"4,710mm / 1,825mm","1,260~1,280kg",자동6단,준중형 세단,2026.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20250415_83%2Fauto_17446778054787Xeo6_PNG%2F20250415094318_JFFIizf8.png,"2,034~2,842만원"
현대 싼타페,2.5 가솔린 터보,I4,싱글터보,"2,497cc",가솔린,281hp,43kg.m,10~11km/ℓ,"4,830mm / 1,900mm","1,795~1,865kg",DCT8단,중형 SUV,2025.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240827_230%2Fauto_1724724431789AShlF_PNG%2F20240827110701_bEbt8XxV.png,"3,492~4,598만원"
현대 싼타페,2.5 가솔린 터보 AWD,I4,싱글터보,"2,497cc",가솔린,281hp,43kg.m,9.7~10.1km/ℓ,"4,830mm / 1,900mm","1,860~1,930kg",DCT8단,중형 SUV,2025.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240827_230%2Fauto_1724724431789AShlF_PNG%2F20240827110701_bEbt8XxV.png,"3,492~4,598만원"
현대 더 뉴 싼타페,2.5 가솔린 터보,I4,싱글터보,"2,497cc",가솔린,281hp,43kg.m,10~11km/ℓ,"4,830mm / 1,900mm","1,795~1,865kg",DCT8단,중형 SUV,2025.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240827_230%2Fauto_1724724431789AShlF_PNG%2F20240827110701_bEbt8XxV.png,"3,492~4,598만원"
현대 더 뉴 싼타페,2.5 가솔린 터보 AWD,I4,싱글터보,"2,497cc",가솔린,281hp,43kg.m,9.7~10.1km/ℓ,"4,830mm / 1,900mm","1,860~1,930kg",DCT8단,중형 SUV,2025.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240827_230%2Fauto_1724724431789AShlF_PNG%2F20240827110701_bEbt8XxV.png,"3,492~4,598만원"
현대 싼타페 TM,2.2 디젤,I4,싱글터보,"2,151cc",디젤,194hp,45kg.m,13.7~14.1km/ℓ,"4,785~4,800mm / 1,900mm","1,735~1,770kg",DCT8단,중형 SUV,2023.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220920_44%2Fauto_1663635599836nCm6w_PNG%2F20220920095951_1dlfdBag.png,"3,277~4,472만원"
현대 싼타페 TM,2.2 디젤 AWD,I4,싱글터보,"2,151cc",디젤,194hp,45kg.m,12.8~13.6km/ℓ,"4,785~4,800mm / 1,900mm","1,800~1,835kg",DCT8단,중형 SUV,2023.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220920_44%2Fauto_1663635599836nCm6w_PNG%2F20220920095951_1dlfdBag.png,"3,277~4,472만원"
현대 싼타페 TM,2.5 가솔린 터보,I4,싱글터보,"2,497cc",가솔린,281hp,43kg.m,10.1~10.8km/ℓ,"4,785~4,800mm / 1,900mm","1,690~1,725kg",DCT8단,중형 SUV,2023.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220920_44%2Fauto_1663635599836nCm6w_PNG%2F20220920095951_1dlfdBag.png,"3,277~4,472만원"
현대 싼타페 TM,2.5 가솔린 터보 AWD,I4,싱글터보,"2,497cc",가솔린,281hp,43kg.m,9.5~9.9km/ℓ,"4,785~4,800mm / 1,900mm","1,750~1,785kg",DCT8단,중형 SUV,2023.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220920_44%2Fauto_1663635599836nCm6w_PNG%2F20220920095951_1dlfdBag.png,"3,277~4,472만원"
현대 싼타페 더 프라임,e-VGT R2.0 2WD,I4 직분사 디젤,싱글터보,"1,995cc",디젤,186hp,41kg.m,13.1~13.8km/ℓ,"4,700mm / 1,880mm","1,790~1,800kg",자동6단,중형 SUV,2016.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190827_108%2Fauto_1566911484877w7s3C_PNG%2F20190827221121_Na1Z9Awk.png,"2,765~3,566만원"
현대 싼타페 더 프라임,e-VGT R2.0 4WD,I4 직분사 디젤,싱글터보,"1,995cc",디젤,186hp,41kg.m,11.7~12.3km/ℓ,"4,700mm / 1,880mm","1,870kg",자동6단,중형 SUV,2016.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190827_108%2Fauto_1566911484877w7s3C_PNG%2F20190827221121_Na1Z9Awk.png,"2,765~3,566만원"
현대 싼타페 더 프라임,e-VGT R2.2 2WD,I4 직분사 디젤,싱글터보,"2,199cc",디젤,202hp,45kg.m,12.8~13.4km/ℓ,"4,700mm / 1,880mm","1,800~1,810kg",자동6단,중형 SUV,2016.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190827_108%2Fauto_1566911484877w7s3C_PNG%2F20190827221121_Na1Z9Awk.png,"2,765~3,566만원"
현대 싼타페 더 프라임,e-VGT R2.2 4WD,I4 직분사 디젤,싱글터보,"2,199cc",디젤,202hp,45kg.m,11.6~11.9km/ℓ,"4,700mm / 1,880mm","1,870~1,880kg",자동6단,중형 SUV,2016.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190827_108%2Fauto_1566911484877w7s3C_PNG%2F20190827221121_Na1Z9Awk.png,"2,765~3,566만원"
현대 싼타페 DM,2.0 디젤 2WD,I4 직분사 디젤,싱글터보,"1,995cc",디젤,186hp,41kg.m,13.1~13.8km/ℓ,"4,700mm / 1,880mm","1,790~1,800kg",자동6단,중형 SUV,2017.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20170508_254%2Fauto_1494217161053FuYzA_PNG%2F20170508131904_yQYycucn.png,"2,695~3,970만원"
현대 싼타페 DM,2.0 디젤 4WD,I4 직분사 디젤,싱글터보,"1,995cc",디젤,186hp,41kg.m,11.7~12.3km/ℓ,"4,700mm / 1,880mm","1,860~1,870kg",자동6단,중형 SUV,2017.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20170508_254%2Fauto_1494217161053FuYzA_PNG%2F20170508131904_yQYycucn.png,"2,695~3,970만원"
현대 싼타페 DM,2.2 디젤 2WD,I4 직분사 디젤,싱글터보,"2,199cc",디젤,202hp,45kg.m,12.8km/ℓ,"4,700mm / 1,880mm","1,810kg",자동6단,중형 SUV,2017.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20170508_254%2Fauto_1494217161053FuYzA_PNG%2F20170508131904_yQYycucn.png,"2,695~3,970만원"
현대 싼타페 DM,2.2 디젤 4WD,I4 직분사 디젤,싱글터보,"2,199cc",디젤,202hp,45kg.m,11.6km/ℓ,"4,700mm / 1,880mm","1,880kg",자동6단,중형 SUV,2017.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20170508_254%2Fauto_1494217161053FuYzA_PNG%2F20170508131904_yQYycucn.png,"2,695~3,970만원"
현대 싼타페 DM,2.0 가솔린 터보 2WD,l4,싱글터보,"1,998cc",가솔린,240hp,36kg.m,9.3km/ℓ,"4,700mm / 1,880mm","1,720kg",자동6단,중형 SUV,2017.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20170508_254%2Fauto_1494217161053FuYzA_PNG%2F20170508131904_yQYycucn.png,"2,695~3,970만원"
현대 싼타페 DM,2.0 가솔린 터보 4WD,l4,싱글터보,"1,998cc",가솔린,240hp,36kg.m,8.3km/ℓ,"4,700mm / 1,880mm","1,790kg",자동6단,중형 SUV,2017.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20170508_254%2Fauto_1494217161053FuYzA_PNG%2F20170508131904_yQYycucn.png,"2,695~3,970만원"
현대 싼타페 CM,2.0 디젤 2WD,L4 2.0 e-VGT,자료없음,"1,995cc",디젤,40kg.m,자료없음,15km/ℓ,"4,685mm / 1,890mm","1,830kg",자동6단,중형 SUV,2012.0,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_198%2Fauto_1496048163685lFaXb_PNG%2F15682_2012_.png,"2,705~3,481만원"
현대 싼타페 CM,2.2 디젤 2WD,L4 2.0 e-VGT,자료없음,"1,995cc",디젤,44.5kg.m,자료없음,14.1km/ℓ,"4,685mm / 1,890mm","1,840kg",자동6단,중형 SUV,2012.0,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_198%2Fauto_1496048163685lFaXb_PNG%2F15682_2012_.png,"2,705~3,481만원"
현대 싼타페 CM,2.2 디젤 4WD,L4 2.0 e-VGT,자료없음,"1,995cc",디젤,44.5kg.m,자료없음,13.2km/ℓ,"4,685mm / 1,890mm","1,890kg",수동6단,중형 SUV,2012.0,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_198%2Fauto_1496048163685lFaXb_PNG%2F15682_2012_.png,"2,705~3,481만원"
현대 쏘나타 디 엣지,1.6 가솔린 터보,I4,싱글터보,"1,598cc",가솔린,180hp,27kg.m,12~13.5km/ℓ,"4,910mm / 1,860mm","1,490~1,540kg",자동8단,중형 세단,2024.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230503_144%2Fauto_1683080196979gP0vc_PNG%2F20230503111631_b0ABwRey.png,"2,808~3,917만원"
현대 쏘나타 디 엣지,2.0 가솔린,I4,자연흡기,"1,999cc",가솔린,160hp,20kg.m,11.7~12.6km/ℓ,"4,910mm / 1,860mm","1,475~1,525kg",자동6단,중형 세단,2024.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230503_144%2Fauto_1683080196979gP0vc_PNG%2F20230503111631_b0ABwRey.png,"2,808~3,917만원"
현대 쏘나타 디 엣지,2.0 LPi,I4,자연흡기,"1,999cc",LPG,146hp,19.5kg.m,9.4~9.7km/ℓ,"4,910mm / 1,860mm","1,490~1,505kg",자동6단,중형 세단,2024.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230503_144%2Fauto_1683080196979gP0vc_PNG%2F20230503111631_b0ABwRey.png,"2,808~3,917만원"
현대 쏘나타 디 엣지,2.5 가솔린 터보,I4,싱글터보,"2,497cc",가솔린,290hp,43kg.m,11.1km/ℓ,"4,910mm / 1,860mm","1,610kg",DCT8단,중형 세단,2024.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230503_144%2Fauto_1683080196979gP0vc_PNG%2F20230503111631_b0ABwRey.png,"2,808~3,917만원"
현대 쏘나타 디 엣지 하이브리드,2.0 HEV,I4,자연흡기,"1,999cc",자료없음,"195hp,152hp",19.2kg.m,17.1~19.4km/ℓ,"4,910mm / 1,860mm","1,550~1,585kg",자동6단,자료없음,자료없음,자료없음,자료없음
현대 쏘나타 하이브리드,2.0 HEV,I4,자연흡기,"1,999cc",자료없음,"195hp,152hp",19.2kg.m,17.1~19.4km/ℓ,"4,910mm / 1,860mm","1,550~1,585kg",자동6단,중형 세단,2025.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20241028_158%2Fauto_1730081729188VdqML_PNG%2F20241028111522_XpctZNcj.png,"3,232~3,912만원"
현대 쏘나타,1.6 가솔린 터보,I4,싱글터보,"1,598cc",가솔린,180hp,27kg.m,12~13.5km/ℓ,"4,910mm / 1,860mm","1,490~1,540kg",자동8단,중형 세단,2025.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20241028_141%2Fauto_17300817026910c4Rp_PNG%2F20241028111455_7lXQcvxQ.png,"2,788~3,869만원"
현대 쏘나타,2.0 가솔린,I4,자연흡기,"1,999cc",가솔린,160hp,20kg.m,12~12.6km/ℓ,"4,910mm / 1,860mm","1,475~1,495kg",자동6단,중형 세단,2025.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20241028_141%2Fauto_17300817026910c4Rp_PNG%2F20241028111455_7lXQcvxQ.png,"2,788~3,869만원"
현대 쏘나타,2.0 LPi,I4,자연흡기,"1,999cc",LPG,146hp,19.5kg.m,9.4~9.7km/ℓ,"4,910mm / 1,860mm","1,490~1,505kg",자동6단,중형 세단,2025.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20241028_141%2Fauto_17300817026910c4Rp_PNG%2F20241028111455_7lXQcvxQ.png,"2,788~3,869만원"
현대 쏘나타,2.5 가솔린 터보,I4,싱글터보,"2,497cc",가솔린,290hp,43kg.m,11.1km/ℓ,"4,910mm / 1,860mm","1,610kg",DCT8단,중형 세단,2025.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20241028_141%2Fauto_17300817026910c4Rp_PNG%2F20241028111455_7lXQcvxQ.png,"2,788~3,869만원"
현대 쏘나타 뉴 라이즈 하이브리드,2.0 HEV,l4,자연흡기,"1,999cc",자료없음,156hp,19.3kg.m,17.4~18km/ℓ,"4,855mm / 1,865mm","1,585~1,595kg",자동6단,중형 세단,2018.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180313_136%2Fauto_1520922317542RjYmJ_PNG%2F20180313152505_7isO9cDP.png,"2,854~3,299만원"
현대 쏘나타 뉴 라이즈,2.0 가솔린,l4,자연흡기,"1,999cc",가솔린,163hp,20kg.m,11.6~12.3km/ℓ,"4,855mm / 1,865mm","1,450~1,470kg",자동6단,중형 세단,2018.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180719_13%2Fauto_15319681726619j2Ia_PNG%2F20180719114245_XusDxRwk.png,"2,219~3,233만원"
현대 쏘나타 뉴 라이즈,1.6 가솔린 터보,l4,싱글터보,"1,591cc",가솔린,180hp,27kg.m,12.8~13km/ℓ,"4,855mm / 1,865mm","1,465~1,475kg",DCT7단,중형 세단,2018.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180719_13%2Fauto_15319681726619j2Ia_PNG%2F20180719114245_XusDxRwk.png,"2,219~3,233만원"
현대 쏘나타 뉴 라이즈,1.7 디젤,l4,싱글터보,"1,685cc",디젤,141hp,34.7kg.m,15.6~16.1km/ℓ,"4,855mm / 1,865mm","1,515~1,535kg",DCT7단,중형 세단,2018.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180719_13%2Fauto_15319681726619j2Ia_PNG%2F20180719114245_XusDxRwk.png,"2,219~3,233만원"
현대 쏘나타 뉴 라이즈,2.0 가솔린 터보,l4,싱글터보,"1,998cc",가솔린,245hp,36kg.m,10.7km/ℓ,"4,855mm / 1,865mm","1,565kg",자동8단,중형 세단,2018.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180719_13%2Fauto_15319681726619j2Ia_PNG%2F20180719114245_XusDxRwk.png,"2,219~3,233만원"
현대 LF 쏘나타 하이브리드,2.0 HEV,자료없음,자료없음,"가솔린, 하이브리드",자료없음,19.3kg.m,자료없음,17.7~18.2km/ℓ,"4,855mm / 1,865mm","1,585~1,595kg",자동6단,중형 세단,2015.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170526_155%2Fauto_1495799747099i1vEG_PNG%2F56143_2015__.png,"2,829~3,139만원"
현대 LF 쏘나타,2.0 T-Gdi,자료없음,싱글터보,"1,998cc",가솔린,245hp,36kg.m,10.8km/ℓ,"4,855mm / 1,865mm","1,570kg",맥퍼슨 스트럿,중형 세단,2015.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190918_233%2Fauto_1568779215065MxNIr_PNG%2F20190918130013_Uzg8jWUC.png,"2,255~3,210만원"
현대 LF 쏘나타,2.0 CVVL,자료없음,자연흡기,"1,999cc",가솔린,168hp,20.5kg.m,11.6~12.1km/ℓ,"4,855mm / 1,865mm","1,460~1,479kg",자동6단,중형 세단,2015.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190918_233%2Fauto_1568779215065MxNIr_PNG%2F20190918130013_Uzg8jWUC.png,"2,255~3,210만원"
현대 LF 쏘나타,2.4 GDI,자료없음,자연흡기,"2,359cc",가솔린,193hp,25.2kg.m,11.5km/ℓ,"4,855mm / 1,865mm","1,575kg",자동6단,중형 세단,2015.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190918_233%2Fauto_1568779215065MxNIr_PNG%2F20190918130013_Uzg8jWUC.png,"2,255~3,210만원"
현대 쏘나타 더 브릴리언트,2.0 가솔린,자료없음,자연흡기,"1,999cc",가솔린,172hp,20.5kg.m,11.9~12.3km/ℓ,"4,820mm / 1,835mm","1,400~1,415kg",수동6단,중형 세단,2014.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_59%2Fauto_1496048979932ArK06_PNG%2F33221_2014___.png,"2,040~3,190만원"
현대 쏘나타 더 브릴리언트,2.0 가솔린 터보,자료없음,싱글터보,"1,998cc",가솔린,271hp,37.2kg.m,10.3km/ℓ,"4,820mm / 1,835mm","1,520kg",자동6단,중형 세단,2014.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_59%2Fauto_1496048979932ArK06_PNG%2F33221_2014___.png,"2,040~3,190만원"
현대 YF 쏘나타,2.0 가솔린,자료없음,자연흡기,"1,999cc",가솔린,172hp,20.5kg.m,11.9~12.3km/ℓ,"4,820mm / 1,835mm","1,400~1,415kg",수동6단,중형 세단,2014.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_59%2Fauto_1496048979932ArK06_PNG%2F33221_2014___.png,"2,040~3,190만원"
현대 YF 쏘나타,2.0 가솔린 터보,자료없음,싱글터보,"1,998cc",가솔린,271hp,37.2kg.m,10.3km/ℓ,"4,820mm / 1,835mm","1,520kg",자동6단,중형 세단,2014.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_59%2Fauto_1496048979932ArK06_PNG%2F33221_2014___.png,"2,040~3,190만원"
현대 NF 쏘나타 트랜스폼,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
현대 NF 쏘나타,N20 VGT,2.0D VGT,자료없음,"1,991cc",디젤,32kg.m,자료없음,13.4~17.1km/ℓ,"4,800mm / 1,830mm","1,581~1,601kg",수동6단,중형 세단,2006.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200420_155%2Fauto_1587361148600EQW9t_PNG%2F20200420143906_7vt9Bten.png,"2,073~3,275만원"
현대 NF 쏘나타,V33,2.0D VGT,자료없음,"1,991cc",가솔린,31kg.m,자료없음,9.2km/ℓ,"4,800mm / 1,830mm","1,612kg",자동5단,중형 세단,2006.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200420_155%2Fauto_1587361148600EQW9t_PNG%2F20200420143906_7vt9Bten.png,"2,073~3,275만원"
현대 뉴 EF 쏘나타,1.8 가솔린,I4 DOHC,자료없음,"1,998cc",가솔린,16.7kg.m,자료없음,10km/ℓ,"4,745mm / 1,820mm","1,445kg",자동,중형 세단,2001.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_37%2Fauto_1497939943707N7gHP_PNG%2F13059_2004__EF_.png,"1,252~2,589만원"
